10,5.218982696533203e-05
12,6.65426254272461e-05
15,0.00010809898376464843
19,0.00015091896057128906
25,0.0002522468566894531
31,0.00038695335388183594
39,0.0006670951843261719
50,0.0009160757064819336
63,0.0015891313552856446
79,0.0022419214248657225
100,0.003561997413635254
125,0.005412173271179199
158,0.007870769500732422
199,0.012479948997497558
251,0.018426847457885743
316,0.029013895988464357
398,0.04541125297546387
501,0.06929795742034912
630,0.1086500883102417
794,0.17446413040161132
1000,0.2753828763961792
1258,0.4455114841461182
1584,0.7000909328460694
1995,1.0807580947875977
2511,1.8223618268966675
3162,2.843599629402161
3981,4.603432655334473
5011,7.126262497901917
6309,11.504363059997559
7943,17.58226568698883
10000,28.306772685050966
12589,47.75061933994293
15848,77.60064840316772
19952,118.28502454757691
25118,188.8204779624939
31622,289.9360493183136
39810,491.6596661567688
